"sep=,"
"Order #","Suffix","Stage","Purchase Order","Customer #","Customer Name","Order Notes","Customer Notes","Ship To","Ship To Name","Disposition","Warehouse","Warehouse Name","Division","Type","Suspended / Floor Plan","Job #","Promised Date","Requested Ship Date","Shipped Date","Invoice Date","Quantity Ordered","Quantity Shipped","Invoice Amount","Ordered Amount","Shipped Amount","Inside Sales Rep","Outside Sales Rep","Customer Ship To Name","Taken By","Entered Date","Warehouse Transfer Billed","Approval","Origin Code","Origin Copy Type","Origin Order #","Origin Order Suffix","Vendor Return Authorization #","Sales Warehouse","Reference","Inside Sales Rep Name","Outside Sales Rep Name","Taken By Name","Picked Date","Ship Via"
"1001220","00","Paid","32053 cambridge","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/13/2006","11/13/2006","11/1/2006","11/1/2006","1","1","436.09","401.00","401.00","rrr","I07","ZENNER & RITTER, INC","rrr","11/1/2006","No","y","","","0","00","","","","Randy Robb retired 3/31/21","Open - Scott Kohler","rrr  retired 3/31/21","11/1/2006","ot"
"1001228","00","Paid","179 wellingwood","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","Will Call","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/1/2006","11/1/2006","11/2/2006","11/2/2006","2","2","154.80","142.35","142.35","rrr","I07","ZENNER & RITTER, INC","rrr","11/1/2006","No","y","","","0","00","","","","Randy Robb retired 3/31/21","Open - Scott Kohler","rrr  retired 3/31/21","11/1/2006",""
"1001231","00","Paid","32055 / KERSHNER","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","Will Call","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/1/2006","11/1/2006","11/1/2006","11/1/2006","1","1","946.13","870.00","870.00","DCS","I07","ZENNER & RITTER, INC","DCS","11/1/2006","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","11/1/2006","CNTR"
"1001262","00","Paid","32058 irwinwood","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/8/2006","11/8/2006","11/8/2006","11/8/2006","1","1","946.13","870.00","870.00","rrr","I07","ZENNER & RITTER, INC","rrr","11/1/2006","No","y","","","0","00","","","","Randy Robb retired 3/31/21","Open - Scott Kohler","rrr  retired 3/31/21","11/1/2006","ot"
"1001263","00","Paid","32057 sixth","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/13/2006","11/13/2006","11/13/2006","11/13/2006","2","2","783.00","720.00","720.00","rrr","I07","ZENNER & RITTER, INC","rrr","11/1/2006","No","y","","","0","00","","","","Randy Robb retired 3/31/21","Open - Scott Kohler","rrr  retired 3/31/21","11/1/2006","ot"
"1001264","00","Paid","32057 sixth","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","5/1/2007","4/4/2007","5/29/2007","5/29/2007","1","1","675.34","621.00","621.00","rrr","I07","ZENNER & RITTER, INC","rrr","11/1/2006","No","y","","","0","00","","","Future Order","Randy Robb retired 3/31/21","Open - Scott Kohler","rrr  retired 3/31/21","4/4/2007",""
"1001295","00","Paid","32062 / HALLMARK CT.","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/6/2006","11/6/2006","11/17/2006","11/17/2006","2","1","55.80","1,052.31","51.31","DCS","I07","ZENNER & RITTER, INC","DCS","11/2/2006","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","11/2/2006","OT"
"1001295","01","Paid","32062 / HALLMARK CT.","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/6/2006","11/6/2006","11/17/2006","11/17/2006","1","1","1,088.59","1,001.00","1,001.00","DCS","I07","ZENNER & RITTER, INC","DCS","11/2/2006","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","11/3/2006","OT"
"1001299","00","Paid","32551 / YOUNGS ROAD","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/2/2006","11/2/2006","11/2/2006","11/2/2006","1","1","407.81","375.00","375.00","DCS","I07","ZENNER & RITTER, INC","DCS","11/2/2006","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","11/2/2006","OT"
"1001300","00","Paid","32091 / STOCK","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/2/2006","11/2/2006","11/2/2006","11/2/2006","448","248","664.34","640.88","610.88","DCS","I07","ZENNER & RITTER, INC","DCS","11/2/2006","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","11/2/2006","OT"
"1001300","01","Paid","32091 / STOCK","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/2/2006","11/2/2006","11/3/2006","11/3/2006","200","51","8.32","30.00","7.65","DCS","I07","ZENNER & RITTER, INC","DCS","11/2/2006","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","11/3/2006","OT"
"1001300","02","Paid","32091 / STOCK","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/2/2006","11/2/2006","11/3/2006","11/3/2006","149","149","24.30","22.35","22.35","DCS","I07","ZENNER & RITTER, INC","DCS","11/2/2006","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","11/3/2006","OT"
"1001302","00","Paid","32061 / CHARLESTOWN","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/14/2006","11/14/2006","11/14/2006","11/14/2006","1","1","55.80","51.31","51.31","DCS","I07","ZENNER & RITTER, INC","DCS","11/2/2006","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","11/2/2006","OT"
"1001306","00","Paid","32091  STOCK","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/2/2006","11/2/2006","11/2/2006","11/2/2006","75","75","95.53","87.85","87.85","xrrr","I07","ZENNER & RITTER, INC","DJWI","11/2/2006","No","y","","","0","00","","","","Randy Robb  retired 3/31/21","Open - Scott Kohler","djwi","11/2/2006",""
"1001310","00","Paid","32053 / E. DEPEW","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/7/2006","11/7/2006","11/7/2006","11/7/2006","1","1","436.09","401.00","401.00","DCS","I07","ZENNER & RITTER, INC","DCS","11/2/2006","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","11/2/2006","OT"
"1001348","00","Paid","32558  SAGE","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/10/2006","11/10/2006","11/10/2006","11/10/2006","1","1","804.75","740.00","740.00","xrrr","I07","ZENNER & RITTER, INC","DJWI","11/2/2006","No","y","","","0","00","","","","Randy Robb  retired 3/31/21","Open - Scott Kohler","djwi","11/8/2006","OT"
"1001362","00","Paid","32187   63 WILMA","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/2/2006","11/2/2006","11/2/2006","11/2/2006","1","1","165.94","152.59","152.59","DCS","I07","ZENNER & RITTER, INC","DCS","11/2/2006","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","11/2/2006","CNTR"
"1001365","00","Paid","32016  TOM JEFFERSON","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/2/2006","11/2/2006","11/3/2006","11/3/2006","1","1","207.71","191.00","191.00","DAV","I07","ZENNER & RITTER, INC","DJWI","11/2/2006","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","djwi","11/2/2006",""
"1001366","00","Paid","32559  MANNING","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/15/2006","11/15/2006","11/15/2006","11/15/2006","3","3","1,018.23","936.31","936.31","DAV","I07","ZENNER & RITTER, INC","DAV","11/2/2006","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","11/2/2006","OT"
"1001368","00","Paid","32559   MANNING","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","4/1/2007","4/1/2007","4/4/2007","4/4/2007","1","1","855.86","787.00","787.00","DAV","I07","ZENNER & RITTER, INC","DAV","11/2/2006","No","y","","","0","00","","","Future Order","Derek VanDriel","Open - Scott Kohler","","4/4/2007","OT"
"1001373","00","Paid","32560-Bailey Ave.","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/6/2006","11/6/2006","11/6/2006","11/6/2006","1","1","438.26","403.00","403.00","sek","I07","ZENNER & RITTER, INC","sek","11/2/2006","No","y","","","0","00","","","","Scott Kohler","Open - Scott Kohler","sek","11/3/2006","ot"
"1001411","00","Paid","32189- 72 Cheltanham","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/3/2006","11/3/2006","11/3/2006","11/3/2006","1","1","64.07","58.91","58.91","sk01","I07","ZENNER & RITTER, INC","sek","11/3/2006","No","y","","","0","00","","","","Scott Kohler: Asst 01 (inactv)","Open - Scott Kohler","sek","11/3/2006","ot"
"1001415","00","Paid","32563","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Counter Sale","","","11/3/2006","11/3/2006","11/3/2006","11/3/2006","2","2","40.35","37.11","37.11","DAV","I07","ZENNER & RITTER, INC","DAV","11/3/2006","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","11/3/2006",""
"1001417","00","Paid","32190-APPLEWOOD","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/3/2006","11/3/2006","11/3/2006","11/3/2006","1","1","26.01","23.91","23.91","DAV","I07","ZENNER & RITTER, INC","DAV","11/3/2006","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","11/3/2006","OT"
"1001434","00","Paid","320564/HUGHES","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/3/2006","11/3/2006","11/3/2006","11/3/2006","1","1","436.09","401.00","401.00","CJSC","I07","ZENNER & RITTER, INC","CJSC","11/3/2006","No","y","","","0","00","","","","Clifford Schulz  inact","Open - Scott Kohler","cjsc","11/3/2006",""
"1001464","00","Paid","32119 / HAZELWOOD","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","Will Call","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/6/2006","11/6/2006","11/4/2006","11/4/2006","1","1","436.09","401.00","401.00","DCS","I07","ZENNER & RITTER, INC","DCS","11/4/2006","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","11/4/2006","CNTR"
"1001495","00","Paid","32192 / STOCK","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/6/2006","11/6/2006","11/6/2006","11/6/2006","24","18","1,230.55","1,191.72","1,131.54","DCS","I07","ZENNER & RITTER, INC","DCS","11/4/2006","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","11/4/2006","OT"
"1001495","01","Paid","32192 / STOCK","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/6/2006","11/6/2006","11/28/2006","11/28/2006","6","6","65.45","60.18","60.18","DCS","I07","ZENNER & RITTER, INC","DCS","11/4/2006","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","11/28/2006","OT"
"1001506","00","Paid","32562-PINEWOOD TRAIL","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/22/2006","11/22/2006","11/22/2006","11/22/2006","1","1","1,022.25","940.00","940.00","tsru","I07","ZENNER & RITTER, INC","dav","11/6/2006","No","y","","","0","00","","","","Timothy Ruhland inac -> GUI","Open - Scott Kohler","","11/6/2006","OT"
"1001527","00","Paid","32116-STOCK","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/6/2006","11/6/2006","11/6/2006","11/6/2006","120","64","60.81","114.48","55.91","DAV","I07","ZENNER & RITTER, INC","DAV","11/6/2006","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","11/6/2006",""
"1001527","01","Paid","32116-STOCK","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/6/2006","11/6/2006","11/6/2006","11/6/2006","56","56","63.69","58.57","58.57","DAV","I07","ZENNER & RITTER, INC","DAV","11/6/2006","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","11/6/2006",""
"1001552","00","Paid","32570/BERKSHIRE","1097756","ZENNER & RITTER, INC","","*","HEAP","HEAP JOBS","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","HEAP","11/6/2006","11/6/2006","11/6/2006","11/6/2006","1","1","401.00","401.00","401.00","CJSC","I07","HEAP JOBS","CJSC","11/6/2006","No","y","","","0","00","","","","Clifford Schulz  inact","Open - Scott Kohler","cjsc","11/6/2006",""
"1001616","00","Paid","32571-OAKVALE","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/8/2006","11/8/2006","11/8/2006","11/8/2006","5","5","1,476.93","1,358.10","1,358.10","DAV","I07","ZENNER & RITTER, INC","DAV","11/7/2006","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","11/7/2006","OT"
"1001660","00","Paid","32124","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","Will Call","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/7/2006","11/7/2006","11/7/2006","11/7/2006","85","85","419.49","385.74","385.74","rrr","I07","ZENNER & RITTER, INC","rrr","11/7/2006","No","y","","","0","00","","","","Randy Robb retired 3/31/21","Open - Scott Kohler","rrr  retired 3/31/21","11/7/2006",""
"1001668","00","Paid","30572   highgate","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/7/2006","11/7/2006","11/8/2006","11/8/2006","1","1","436.09","401.00","401.00","DJWI","I07","ZENNER & RITTER, INC","tsru","11/7/2006","No","y","","","0","00","","","","Daryl Widebeck","Open - Scott Kohler","tsru","11/7/2006","ot"
"1001708","00","Paid","32124","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Counter Sale","","","11/7/2006","11/7/2006","11/7/2006","11/7/2006","10","10","11.02","10.13","10.13","DCS","I07","ZENNER & RITTER, INC","DCS","11/7/2006","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","11/7/2006","CNTR"
"1001715","00","Paid","517 riley st","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/8/2006","11/8/2006","11/8/2006","11/8/2006","1","1","299.37","275.28","275.28","rrr","I07","ZENNER & RITTER, INC","rrr","11/7/2006","No","y","","","0","00","","","","Randy Robb retired 3/31/21","Open - Scott Kohler","rrr  retired 3/31/21","11/7/2006","ot"
"1001759","00","Paid","29512- St Lawrence Chu","1097756","ZENNER & RITTER, INC","","*","001","St Lawrence Church","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/13/2006","11/13/2006","11/13/2006","11/13/2006","3","2","519.00","4,588.90","494.00","sek","I07","ZENNER & RITTER, INC","sek","11/8/2006","No","y","","","0","00","","","","Scott Kohler","Open - Scott Kohler","sek","11/10/2006","ot"
"1001759","01","Paid","29512- St Lawrence Chu","1097756","ZENNER & RITTER, INC","","*","001","St Lawrence Church","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/13/2006","11/13/2006","11/13/2006","11/13/2006","1","1","4,094.90","4,094.90","4,094.90","sek","I07","ZENNER & RITTER, INC","sek","11/8/2006","No","y","","","0","00","","","","Scott Kohler","Open - Scott Kohler","sek","11/13/2006","ot"
"1001763","00","Paid","32576-WOODMERE","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/9/2006","11/9/2006","11/9/2006","11/9/2006","1","1","436.09","401.00","401.00","DAV","I07","ZENNER & RITTER, INC","DAV","11/8/2006","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","11/8/2006","OT"
"1001764","00","Paid","32577-ADAM ST","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/10/2006","11/10/2006","11/10/2006","11/10/2006","1","1","407.81","375.00","375.00","DAV","I07","ZENNER & RITTER, INC","DAV","11/8/2006","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","11/8/2006","OT"
"1001777","00","Paid","32198","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/8/2006","11/8/2006","11/9/2006","11/9/2006","1","1","304.50","265.00","265.00","sk01","I07","ZENNER & RITTER, INC","sek","11/8/2006","No","y","","","0","00","","","","Scott Kohler: Asst 01 (inactv)","Open - Scott Kohler","sek","11/9/2006","ot"
"1001803","00","Paid","29513  girdle rd","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/9/2006","11/9/2006","11/9/2006","11/9/2006","1","1","37.75","34.71","34.71","rrr","I07","ZENNER & RITTER, INC","rrr","11/8/2006","No","y","","","0","00","","","","Randy Robb retired 3/31/21","Open - Scott Kohler","rrr  retired 3/31/21","11/8/2006","ot"
"1001844","00","Paid","32135-182 RED OAK","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","Will Call","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/9/2006","11/9/2006","11/9/2006","11/9/2006","53","53","149.36","137.35","137.35","xrrr","I07","ZENNER & RITTER, INC","DAV","11/9/2006","No","y","","","0","00","","","","Randy Robb  retired 3/31/21","Open - Scott Kohler","","11/9/2006","CNTR"
"1001873","00","Paid","32132  RICK","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/9/2006","11/9/2006","11/9/2006","11/9/2006","4","4","114.06","104.88","104.88","DAV","I07","ZENNER & RITTER, INC","DJWI","11/9/2006","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","djwi","11/9/2006",""
